"Notes"	"State"	"State Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Illinois"	"17"	"Inflammatory myopathy, not elsewhere classified"	"G72.4"	14	12582032	Unreliable
	"Illinois"	"17"	"Infantile cerebral palsy, unspecified"	"G80.9"	88	12582032	0.7
	"Illinois"	"17"	"Hemiplegia, unspecified"	"G81.9"	12	12582032	Unreliable
	"Illinois"	"17"	"Paraplegia, unspecified"	"G82.2"	13	12582032	Unreliable
	"Illinois"	"17"	"Tetraplegia, unspecified"	"G82.5"	17	12582032	Unreliable
	"Illinois"	"17"	"Disorder of autonomic nervous system, unspecified"	"G90.9"	10	12582032	Unreliable
	"Illinois"	"17"	"Hydrocephalus, unspecified"	"G91.9"	16	12582032	Unreliable
	"Illinois"	"17"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	246	12582032	2.0
	"Illinois"	"17"	"Encephalopathy, unspecified"	"G93.4"	125	12582032	1.0
	"Illinois"	"17"	"Compression of brain"	"G93.5"	28	12582032	0.2
	"Illinois"	"17"	"Cerebral oedema"	"G93.6"	32	12582032	0.3
	"Illinois"	"17"	"Disorder of brain, unspecified"	"G93.9"	20	12582032	0.2
	"Illinois"	"17"	"Disease of spinal cord, unspecified"	"G95.9"	10	12582032	Unreliable
	"Illinois"	"17"	"Mitral stenosis"	"I05.0"	21	12582032	0.2
	"Illinois"	"17"	"Mitral valve disease, unspecified"	"I05.9"	32	12582032	0.3
	"Illinois"	"17"	"Tricuspid insufficiency"	"I07.1"	24	12582032	0.2
	"Illinois"	"17"	"Disorders of both mitral and aortic valves"	"I08.0"	27	12582032	0.2
	"Illinois"	"17"	"Essential (primary) hypertension"	"I10"	1035	12582032	8.2
	"Illinois"	"17"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	873	12582032	6.9
	"Illinois"	"17"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	1519	12582032	12.1
	"Illinois"	"17"	"Hypertensive renal disease with renal failure"	"I12.0"	420	12582032	3.3
	"Illinois"	"17"	"Hypertensive renal disease without renal failure"	"I12.9"	41	12582032	0.3
	"Illinois"	"17"	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	85	12582032	0.7
	"Illinois"	"17"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	146	12582032	1.2
	"Illinois"	"17"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	193	12582032	1.5
	"Illinois"	"17"	"Hypertensive heart and renal disease, unspecified"	"I13.9"	93	12582032	0.7
	"Illinois"	"17"	"Acute subendocardial myocardial infarction"	"I21.4"	348	12582032	2.8
	"Illinois"	"17"	"Acute myocardial infarction, unspecified"	"I21.9"	4142	12582032	32.9
	"Illinois"	"17"	"Other forms of acute ischaemic heart disease"	"I24.8"	34	12582032	0.3
	"Illinois"	"17"	"Acute ischaemic heart disease, unspecified"	"I24.9"	149	12582032	1.2
	"Illinois"	"17"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	1130	12582032	9.0
	"Illinois"	"17"	"Atherosclerotic heart disease"	"I25.1"	5575	12582032	44.3
	"Illinois"	"17"	"Ischaemic cardiomyopathy"	"I25.5"	403	12582032	3.2
	"Illinois"	"17"	"Other forms of chronic ischaemic heart disease"	"I25.8"	39	12582032	0.3
	"Illinois"	"17"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	336	12582032	2.7
	"Illinois"	"17"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	405	12582032	3.2
	"Illinois"	"17"	"Other secondary pulmonary hypertension"	"I27.2"	241	12582032	1.9
	"Illinois"	"17"	"Pulmonary heart disease, unspecified"	"I27.9"	22	12582032	0.2
	"Illinois"	"17"	"Pericardial effusion (noninflammatory)"	"I31.3"	23	12582032	0.2
	"Illinois"	"17"	"Disease of pericardium, unspecified"	"I31.9"	15	12582032	Unreliable
	"Illinois"	"17"	"Acute and subacute infective endocarditis"	"I33.0"	54	12582032	0.4
	"Illinois"	"17"	"Mitral (valve) insufficiency"	"I34.0"	66	12582032	0.5
	"Illinois"	"17"	"Mitral (valve) prolapse"	"I34.1"	10	12582032	Unreliable
	"Illinois"	"17"	"Aortic (valve) stenosis"	"I35.0"	466	12582032	3.7
	"Illinois"	"17"	"Aortic (valve) insufficiency"	"I35.1"	21	12582032	0.2
	"Illinois"	"17"	"Aortic valve disorder, unspecified"	"I35.9"	49	12582032	0.4
	"Illinois"	"17"	"Endocarditis, valve unspecified"	"I38"	156	12582032	1.2
	"Illinois"	"17"	"Dilated cardiomyopathy"	"I42.0"	161	12582032	1.3
	"Illinois"	"17"	"Other hypertrophic cardiomyopathy"	"I42.2"	24	12582032	0.2
	"Illinois"	"17"	"Alcoholic cardiomyopathy"	"I42.6"	16	12582032	Unreliable
	"Illinois"	"17"	"Other cardiomyopathies"	"I42.8"	10	12582032	Unreliable
	"Illinois"	"17"	"Cardiomyopathy, unspecified"	"I42.9"	578	12582032	4.6
	"Illinois"	"17"	"Atrioventricular block, complete"	"I44.2"	31	12582032	0.2
	"Illinois"	"17"	"Other specified conduction disorders"	"I45.8"	48	12582032	0.4
	"Illinois"	"17"	"Conduction disorder, unspecified"	"I45.9"	11	12582032	Unreliable
	"Illinois"	"17"	"Sudden cardiac death, so described"	"I46.1"	92	12582032	0.7
	"Illinois"	"17"	"Cardiac arrest, unspecified"	"I46.9"	584	12582032	4.6
	"Illinois"	"17"	"Ventricular tachycardia"	"I47.2"	43	12582032	0.3
	"Illinois"	"17"	"Atrial fibrillation and flutter"	"I48"	1095	12582032	8.7
	"Illinois"	"17"	"Ventricular fibrillation and flutter"	"I49.0"	68	12582032	0.5
	"Illinois"	"17"	"Sick sinus syndrome"	"I49.5"	31	12582032	0.2
	"Illinois"	"17"	"Cardiac arrhythmia, unspecified"	"I49.9"	290	12582032	2.3
	"Illinois"	"17"	"Congestive heart failure"	"I50.0"	3463	12582032	27.5
	"Illinois"	"17"	"Left ventricular failure"	"I50.1"	30	12582032	0.2
	"Illinois"	"17"	"Heart failure, unspecified"	"I50.9"	1231	12582032	9.8
	"Illinois"	"17"	"Myocarditis, unspecified"	"I51.4"	11	12582032	Unreliable
	"Illinois"	"17"	"Cardiovascular disease, unspecified"	"I51.6"	1538	12582032	12.2
	"Illinois"	"17"	"Cardiomegaly"	"I51.7"	212	12582032	1.7
	"Illinois"	"17"	"Other ill-defined heart diseases"	"I51.8"	107	12582032	0.9
	"Illinois"	"17"	"Heart disease, unspecified"	"I51.9"	250	12582032	2.0
	"Illinois"	"17"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	179	12582032	1.4
	"Illinois"	"17"	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	13	12582032	Unreliable
	"Illinois"	"17"	"Intracerebral haemorrhage in hemisphere, cortical"	"I61.1"	16	12582032	Unreliable
	"Illinois"	"17"	"Intracerebral haemorrhage in brain stem"	"I61.3"	25	12582032	0.2
	"Illinois"	"17"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	10	12582032	Unreliable
	"Illinois"	"17"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	47	12582032	0.4
	"Illinois"	"17"	"Intracerebral haemorrhage, unspecified"	"I61.9"	468	12582032	3.7
	"Illinois"	"17"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	129	12582032	1.0
	"Illinois"	"17"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	387	12582032	3.1
	"Illinois"	"17"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	34	12582032	0.3
	"Illinois"	"17"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	20	12582032	0.2
	"Illinois"	"17"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	48	12582032	0.4
	"Illinois"	"17"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	24	12582032	0.2
	"Illinois"	"17"	"Cerebral infarction, unspecified"	"I63.9"	929	12582032	7.4
	"Illinois"	"17"	"Stroke, not specified as haemorrhage or infarction"	"I64"	1772	12582032	14.1
	"Illinois"	"17"	"Cerebral aneurysm, nonruptured"	"I67.1"	13	12582032	Unreliable
	"Illinois"	"17"	"Cerebral atherosclerosis"	"I67.2"	666	12582032	5.3
	"Illinois"	"17"	"Other specified cerebrovascular diseases"	"I67.8"	43	12582032	0.3
	"Illinois"	"17"	"Cerebrovascular disease, unspecified"	"I67.9"	963	12582032	7.7
	"Illinois"	"17"	"Sequelae of cerebral infarction"	"I69.3"	143	12582032	1.1
	"Illinois"	"17"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	364	12582032	2.9
	"Illinois"	"17"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	326	12582032	2.6
	"Illinois"	"17"	"Generalized and unspecified atherosclerosis"	"I70.9"	140	12582032	1.1
	"Illinois"	"17"	"Dissection of aorta [any part]"	"I71.0"	174	12582032	1.4
	"Illinois"	"17"	"Thoracic aortic aneurysm, ruptured"	"I71.1"	13	12582032	Unreliable
	"Illinois"	"17"	"Thoracic aortic aneurysm, without mention of rupture"	"I71.2"	16	12582032	Unreliable
	"Illinois"	"17"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	72	12582032	0.6
	"Illinois"	"17"	"Abdominal aortic aneurysm, without mention of rupture"	"I71.4"	66	12582032	0.5
	"Illinois"	"17"	"Aortic aneurysm of unspecified site, ruptured"	"I71.8"	31	12582032	0.2
	"Illinois"	"17"	"Aortic aneurysm of unspecified site, without mention of rupture"	"I71.9"	20	12582032	0.2
	"Illinois"	"17"	"Aneurysm of unspecified site"	"I72.9"	23	12582032	0.2
	"Illinois"	"17"	"Peripheral vascular disease, unspecified"	"I73.9"	383	12582032	3.0
	"Illinois"	"17"	"Embolism and thrombosis of unspecified artery"	"I74.9"	19	12582032	Unreliable
	"Illinois"	"17"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	137	12582032	1.1
	"Illinois"	"17"	"Portal vein thrombosis"	"I81"	10	12582032	Unreliable
	"Illinois"	"17"	"Embolism and thrombosis of unspecified vein"	"I82.9"	12	12582032	Unreliable
	"Illinois"	"17"	"Hypotension, unspecified"	"I95.9"	17	12582032	Unreliable
	"Illinois"	"17"	"Influenza with pneumonia, influenza virus identified"	"J10.0"	58	12582032	0.5
	"Illinois"	"17"	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	80	12582032	0.6
	"Illinois"	"17"	"Influenza with pneumonia, virus not identified"	"J11.0"	36	12582032	0.3
	"Illinois"	"17"	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	39	12582032	0.3
	"Illinois"	"17"	"Viral pneumonia, unspecified"	"J12.9"	17	12582032	Unreliable
	"Illinois"	"17"	"Pneumonia due to Pseudomonas"	"J15.1"	12	12582032	Unreliable
	"Illinois"	"17"	"Pneumonia due to staphylococcus"	"J15.2"	15	12582032	Unreliable
	"Illinois"	"17"	"Pneumonia due to other streptococci"	"J15.4"	12	12582032	Unreliable
	"Illinois"	"17"	"Bacterial pneumonia, unspecified"	"J15.9"	103	12582032	0.8
	"Illinois"	"17"	"Bronchopneumonia, unspecified"	"J18.0"	36	12582032	0.3
	"Illinois"	"17"	"Lobar pneumonia, unspecified"	"J18.1"	17	12582032	Unreliable
	"Illinois"	"17"	"Pneumonia, unspecified"	"J18.9"	1549	12582032	12.3
	"Illinois"	"17"	"Panlobular emphysema"	"J43.1"	24	12582032	0.2
	"Illinois"	"17"	"Centrilobular emphysema"	"J43.2"	22	12582032	0.2
	"Illinois"	"17"	"Emphysema, unspecified"	"J43.9"	342	12582032	2.7
	"Illinois"	"17"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	515	12582032	4.1
	"Illinois"	"17"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	235	12582032	1.9
	"Illinois"	"17"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	33	12582032	0.3
	"Illinois"	"17"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	3891	12582032	30.9
	"Illinois"	"17"	"Asthma, unspecified"	"J45.9"	124	12582032	1.0
	"Illinois"	"17"	"Status asthmaticus"	"J46"	12	12582032	Unreliable
	"Illinois"	"17"	"Bronchiectasis"	"J47"	35	12582032	0.3
	"Illinois"	"17"	"Hypersensitivity pneumonitis due to unspecified organic dust"	"J67.9"	12	12582032	Unreliable
	"Illinois"	"17"	"Pneumonitis due to food and vomit"	"J69.0"	945	12582032	7.5
	"Illinois"	"17"	"Adult respiratory distress syndrome"	"J80"	56	12582032	0.4
	"Illinois"	"17"	"Pulmonary oedema"	"J81"	32	12582032	0.3
	"Illinois"	"17"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	508	12582032	4.0
	"Illinois"	"17"	"Interstitial pulmonary disease, unspecified"	"J84.9"	283	12582032	2.2
	"Illinois"	"17"	"Gangrene and necrosis of lung"	"J85.0"	11	12582032	Unreliable
	"Illinois"	"17"	"Pyothorax without fistula"	"J86.9"	21	12582032	0.2
	"Illinois"	"17"	"Pleural effusion, not elsewhere classified"	"J90"	58	12582032	0.5
	"Illinois"	"17"	"Pneumothorax, unspecified"	"J93.9"	17	12582032	Unreliable
	"Illinois"	"17"	"Acute respiratory failure"	"J96.0"	173	12582032	1.4
	"Illinois"	"17"	"Chronic respiratory failure"	"J96.1"	236	12582032	1.9
	"Illinois"	"17"	"Respiratory failure, unspecified"	"J96.9"	126	12582032	1.0
	"Illinois"	"17"	"Other disorders of lung"	"J98.4"	76	12582032	0.6
	"Illinois"	"17"	"Respiratory disorder, unspecified"	"J98.9"	10	12582032	Unreliable
	"Illinois"	"17"	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	16	12582032	Unreliable
	"Illinois"	"17"	"Oesophageal obstruction"	"K22.2"	22	12582032	0.2
	"Illinois"	"17"	"Perforation of oesophagus"	"K22.3"	14	12582032	Unreliable
	"Illinois"	"17"	"Other specified diseases of oesophagus"	"K22.8"	10	12582032	Unreliable
	"Illinois"	"17"	"Gastric ulcer, chronic or unspecified with haemorrhage"	"K25.4"	14	12582032	Unreliable
	"Illinois"	"17"	"Gastric ulcer, chronic or unspecified with perforation"	"K25.5"	17	12582032	Unreliable
	"Illinois"	"17"	"Duodenal ulcer, chronic or unspecified with haemorrhage"	"K26.4"	20	12582032	0.2
	"Illinois"	"17"	"Duodenal ulcer, chronic or unspecified with perforation"	"K26.5"	34	12582032	0.3
	"Illinois"	"17"	"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage"	"K27.4"	14	12582032	Unreliable
	"Illinois"	"17"	"Adult hypertrophic pyloric stenosis"	"K31.1"	11	12582032	Unreliable
	"Illinois"	"17"	"Other specified diseases of stomach and duodenum"	"K31.8"	28	12582032	0.2
	"Illinois"	"17"	"Disease of stomach and duodenum, unspecified"	"K31.9"	12	12582032	Unreliable
	"Illinois"	"17"	"Acute appendicitis, other and unspecified"	"K35.8"	15	12582032	Unreliable
	"Illinois"	"17"	"Ventral hernia with obstruction, without gangrene"	"K43.0"	10	12582032	Unreliable
	"Illinois"	"17"	"Diaphragmatic hernia without obstruction or gangrene"	"K44.9"	21	12582032	0.2
	"Illinois"	"17"	"Unspecified abdominal hernia with obstruction, without gangrene"	"K46.0"	15	12582032	Unreliable
	"Illinois"	"17"	"Crohn disease, unspecified"	"K50.9"	21	12582032	0.2
	"Illinois"	"17"	"Ulcerative colitis, unspecified"	"K51.9"	12	12582032	Unreliable
	"Illinois"	"17"	"Acute vascular disorders of intestine"	"K55.0"	58	12582032	0.5
	"Illinois"	"17"	"Chronic vascular disorders of intestine"	"K55.1"	11	12582032	Unreliable
	"Illinois"	"17"	"Vascular disorder of intestine, unspecified"	"K55.9"	238	12582032	1.9
	"Illinois"	"17"	"Volvulus"	"K56.2"	18	12582032	Unreliable
	"Illinois"	"17"	"Other and unspecified intestinal obstruction"	"K56.6"	259	12582032	2.1
	"Illinois"	"17"	"Ileus, unspecified"	"K56.7"	10	12582032	Unreliable
	"Illinois"	"17"	"Diverticular disease of large intestine with perforation and abscess"	"K57.2"	16	12582032	Unreliable
	"Illinois"	"17"	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	45	12582032	0.4
	"Illinois"	"17"	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	48	12582032	0.4
	"Illinois"	"17"	"Perforation of intestine (nontraumatic)"	"K63.1"	120	12582032	1.0
	"Illinois"	"17"	"Disease of intestine, unspecified"	"K63.9"	19	12582032	Unreliable
	"Illinois"	"17"	"Acute peritonitis"	"K65.0"	54	12582032	0.4
	"Illinois"	"17"	"Peritonitis, unspecified"	"K65.9"	40	12582032	0.3
	"Illinois"	"17"	"Haemoperitoneum"	"K66.1"	16	12582032	Unreliable
	"Illinois"	"17"	"Alcoholic fatty liver"	"K70.0"	29	12582032	0.2
	"Illinois"	"17"	"Alcoholic hepatitis"	"K70.1"	45	12582032	0.4
	"Illinois"	"17"	"Alcoholic cirrhosis of liver"	"K70.3"	696	12582032	5.5
	"Illinois"	"17"	"Alcoholic hepatic failure"	"K70.4"	61	12582032	0.5
	"Illinois"	"17"	"Alcoholic liver disease, unspecified"	"K70.9"	52	12582032	0.4
	"Illinois"	"17"	"Acute and subacute hepatic failure"	"K72.0"	51	12582032	0.4
	"Illinois"	"17"	"Hepatic failure, unspecified"	"K72.9"	135	12582032	1.1
	"Illinois"	"17"	"Other and unspecified cirrhosis of liver"	"K74.6"	908	12582032	7.2
	"Illinois"	"17"	"Autoimmune hepatitis"	"K75.4"	15	12582032	Unreliable
	"Illinois"	"17"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	154	12582032	1.2
	"Illinois"	"17"	"Hepatorenal syndrome"	"K76.7"	21	12582032	0.2
	"Illinois"	"17"	"Other specified diseases of liver"	"K76.8"	10	12582032	Unreliable
	"Illinois"	"17"	"Liver disease, unspecified"	"K76.9"	108	12582032	0.9
	"Illinois"	"17"	"Calculus of gallbladder without cholecystitis"	"K80.2"	12	12582032	Unreliable
	"Illinois"	"17"	"Calculus of bile duct without cholangitis or cholecystitis"	"K80.5"	12	12582032	Unreliable
	"Illinois"	"17"	"Acute cholecystitis"	"K81.0"	58	12582032	0.5
	"Illinois"	"17"	"Cholecystitis, unspecified"	"K81.9"	44	12582032	0.3
	"Illinois"	"17"	"Disease of gallbladder, unspecified"	"K82.9"	10	12582032	Unreliable
	"Illinois"	"17"	"Cholangitis"	"K83.0"	48	12582032	0.4
	"Illinois"	"17"	"Obstruction of bile duct"	"K83.1"	15	12582032	Unreliable
	"Illinois"	"17"	"Alcohol-induced acute pancreatitis"	"K85.2"	20	12582032	0.2
	"Illinois"	"17"	"Acute pancreatitis, unspecified"	"K85.9"	95	12582032	0.8
	"Illinois"	"17"	"Disease of pancreas, unspecified"	"K86.9"	31	12582032	0.2
	"Illinois"	"17"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	395	12582032	3.1
	"Illinois"	"17"	"Cellulitis of other parts of limb"	"L03.1"	25	12582032	0.2
	"Illinois"	"17"	"Cellulitis, unspecified"	"L03.9"	45	12582032	0.4
	"Illinois"	"17"	"Local infection of skin and subcutaneous tissue, unspecified"	"L08.9"	38	12582032	0.3
	"Illinois"	"17"	"Decubitus ulcer and pressure area, unspecified"	"L89.9"	45	12582032	0.4
	"Illinois"	"17"	"Chronic ulcer of skin, not elsewhere classified"	"L98.4"	16	12582032	Unreliable
	"Illinois"	"17"	"Pyogenic arthritis, unspecified"	"M00.9"	28	12582032	0.2
	"Illinois"	"17"	"Rheumatoid arthritis, unspecified"	"M06.9"	53	12582032	0.4
	"Illinois"	"17"	"Thrombotic microangiopathy"	"M31.1"	10	12582032	Unreliable
	"Illinois"	"17"	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	15	12582032	Unreliable
	"Illinois"	"17"	"Other forms of systemic sclerosis"	"M34.8"	23	12582032	0.2
	"Illinois"	"17"	"Osteomyelitis of vertebra"	"M46.2"	42	12582032	0.3
	"Illinois"	"17"	"Muscle wasting and atrophy, not elsewhere classified"	"M62.5"	17	12582032	Unreliable
	"Illinois"	"17"	"Other specified disorders of muscle"	"M62.8"	30	12582032	0.2
	"Illinois"	"17"	"Necrotizing fasciitis"	"M72.6"	37	12582032	0.3
	"Illinois"	"17"	"Osteomyelitis, unspecified"	"M86.9"	143	12582032	1.1
	"Illinois"	"17"	"Acute nephritic syndrome, unspecified"	"N00.9"	32	12582032	0.3
	"Illinois"	"17"	"Tubulo-interstitial nephritis, not specified as acute or chronic"	"N12"	40	12582032	0.3
	"Illinois"	"17"	"Obstructive and reflux uropathy, unspecified"	"N13.9"	10	12582032	Unreliable
	"Illinois"	"17"	"Acute renal failure with tubular necrosis"	"N17.0"	15	12582032	Unreliable
	"Illinois"	"17"	"Acute renal failure, unspecified"	"N17.9"	570	12582032	4.5
	"Illinois"	"17"	"Chronic kidney disease, stage 3"	"N18.3"	35	12582032	0.3
	"Illinois"	"17"	"Chronic kidney disease, stage 4"	"N18.4"	53	12582032	0.4
	"Illinois"	"17"	"Chronic kidney disease, stage 5"	"N18.5"	1458	12582032	11.6
	"Illinois"	"17"	"Chronic renal failure, unspecified"	"N18.9"	477	12582032	3.8
	"Illinois"	"17"	"Unspecified renal failure"	"N19"	265	12582032	2.1
	"Illinois"	"17"	"Calculus of kidney"	"N20.0"	25	12582032	0.2
	"Illinois"	"17"	"Other specified disorders of kidney and ureter"	"N28.8"	17	12582032	Unreliable
	"Illinois"	"17"	"Disorder of kidney and ureter, unspecified"	"N28.9"	50	12582032	0.4
	"Illinois"	"17"	"Acute cystitis"	"N30.0"	12	12582032	Unreliable
	"Illinois"	"17"	"Urinary tract infection, site not specified"	"N39.0"	610	12582032	4.8
	"Illinois"	"17"	"Hyperplasia of prostate"	"N40"	14	12582032	Unreliable
	"Illinois"	"17"	"Death from indirect obstetric cause occurring more than 42 days but less than one year after delivery"	"O96.1"	10	12582032	Unreliable
